رقم الطالب,اسم الطالب,الجنسية,الرقم الوطني/الجواز,الجنس,آخر معدل تراكمي,التخصص,الدرجة,سنة التخرج,فصل التخرج,رقم الهاتف,مكان العمل الحالي,تاريخ بدء العمل,عنوان المنشأة,قطاع المنشأة,رقم هاتف المنشأة
938965468,أماني أسامة راشد سعيد,الاردنية,scrypt:32768:8:1$MtTzpeYrBfjBGwqQ$6cc4bb902badcbecd3d6567f0244d1bab2d76264513332abcbc03bbfd50e0329aafc590bdb3e21d9407e0523ccba60809db487a17f94521156e17c2a7062740f,ذكر,1.89,علم الحاسوب,ماجستير (مسار الشامل),2024/2023,3,1233603068,Shufflebeat,2024-08-02,60 Burrows Lane,الخاص,5753224132
688567101,اسلام راجي شاهين الدنوني,الاردنية,scrypt:32768:8:1$dGyaiGstVG1nsaZg$a6d7ec28d9db78de0d8adfeee599aadaf6b478edd27e3c3efb27937a555fb5b860e4ea938eef8c2f22f1215dca79a93826edbb0103f2ecf70b618eabdc476305,انثى,2.69,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2023/2022,2,2871137867,Voolia,2022-11-26,6583 Ramsey Plaza,العام,8961075810
557792751,إيلين مالك داود بن عاشور,الاردنية,scrypt:32768:8:1$Z0cXCcntkjNmwtK8$8e6ec7e8c76c6514e326be565bdc0a72eb7825e85826372315f98c12f44d48a5a39275abd91b35528b1e83d713667ab2d619c90b384113737ae4c25c03adc2c5,انثى,2.03,هندسة البرمجيات,ماجستير (مسار الشامل),2021/2020,2,2608874476,Oyonder,2022-11-08,,الخاص,2591553955
571349428,مسعد عتيق أيهم بن عبدالله,الاردنية,scrypt:32768:8:1$KhQbpKZDnoGo9ZJ5$228e9516b8faabaea2eb900045bf22937771f53b2d13c693b204ce9b7720cafdbcff3c78b5600dd06356c63fed7b6c63e430a7569eab6ee38b84aa71b8b53077,انثى,2.25,علم الحاسوب,ماجستير (مسار الشامل),2021/2020,2,5394208060,,2023-04-15,87 Bellgrove Plaza,العام,8576443269
599686989,همسة ساري مروان عطالله,الاردنية,scrypt:32768:8:1$L0jlx1FeT64IiVVs$0346df8d0021c309ff267d98f795be4c56223118d8753dfc81ae806ab1afede88dfd34095b30b1103828f2eb8da600d0c060330ca575b282e62c2f5db864bcaf,ذكر,2.27,نظم المعلومات الحاسوبية,بكالوريوس,2022/2021,3,3813898218,Topiclounge,2024-08-13,3 Buhler Trail,العام,
943601272,لمى ياسين حمزه بن عاشور,الاردنية,scrypt:32768:8:1$iLWJljC3isrHFlUe$013421088a815ed813f0c1b25c9ec4759e522b57a242cd45830779e6be6c30ac79cea4036471eb57950f6e4c581139337dab07fa9890f0855cdb3e585a39bad7,انثى,2.25,هندسة البرمجيات,ماجستير (مسار الرسالة),2023/2022,2,,Talane,2021-02-14,52011 Debra Lane,العام,2584503211
885439181,مالك مصطفي دريد زقية,الاردنية,scrypt:32768:8:1$LfPM4PM98XtQH4Me$1d569c8c7d37265c4f2e8fe05b4e4951f21346a5dd8574212718feef9e9d7c7060c440c9940a0d1c5dd3f1fc379defd1f71fffa6172bfea3dc3c5da81b956aff,ذكر,1.82,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2021/2020,3,4913315075,,2023-06-02,28947 Fulton Way,الخاص,9031324664
583892533,وعد ابراهيم مؤيد القلشاني,الاردنية,scrypt:32768:8:1$49VtJukNyNn2EhLo$6ca99b77efd1eae384c433d4a51e83aaf6dec20c3379ba81a2b01c47d494ccabc62a5a63aa137531277ebedeba9a93c31e0e642fa4cfeeed89795ad9ec9a648a,انثى,2.72,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2023/2022,3,,Zooxo,2022-09-02,7954 Green Alley,العام,4623983755
500941239,تقى بسّام ميرزا الشيباني,الاردنية,scrypt:32768:8:1$7qf38KgsJeAzjjLA$24d0f51a37f07239e58e6b954697d8c8c91eef5cc8b52686bc98cfc2eddf2bea09445c707fd3e7ab7c5b5a50c38b07654addc002b8643a550c11f6c9fd5eea9f,ذكر,2.62,هندسة البرمجيات,ماجستير (مسار الشامل),2022/2021,3,,Babbleblab,2023-01-03,4 Fordem Circle,العام,3812994760
658521713,مالك مجتبى جبر الوحيشي,الاردنية,scrypt:32768:8:1$YxFnCDYoTN7lj3VW$7040764f5a224ee399aa099e592d37b3ac562844b500232872e920a0c87e01bf7371de6527c429880b2b6fb1c9d36904435392f36efc353c201c9717c29b8006,ذكر,2.11,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2023/2022,2,9783506006,Quatz,2023-11-19,,الخاص,6986910051
20566380,بدر محمد أكمل زروق,الاردنية,scrypt:32768:8:1$RvabcsRBuACifRIy$396767fb71ae0babbf5a15073369d39e2586a1da05c749f5d2fedd26963623af2cb479dbba438b17993dc540d5ceaccbc7d36fb989dc4a4187017ef5d454fa23,انثى,2.99,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2020/2019,3,5286884178,Camido,2021-12-13,087 Huxley Lane,العام,8492196504
822230005,أليسا سعود حسان النجار,الاردنية,scrypt:32768:8:1$4wd1GmzjWlT7ZWdb$74641ee018c8d3a418462ab2cfa3a2f22e81b7e49313001f36db84832358a52fb11ebbe17f17ff57bfad57dc53ab77ebd3607a595070d43bf516d5259d2eda48,انثى,3.65,هندسة البرمجيات,ماجستير (مسار الشامل),2023/2022,3,8378732191,DabZ,,10 Loftsgordon Avenue,العام,3393719839
577148032,ابتهال مُهاب جواد جاوحدو,الاردنية,scrypt:32768:8:1$Ktxl6LwNXcnogy8Y$f08717962163456ea5a28d80ed79a02967e816e67906f651e758e64250cda2ee261f69439da728a99260a7affbdbbcddceebcbc3cd6f91edf7a414bc977ea379,انثى,3.03,الأمن السيبراني,ماجستير (مسار الشامل),2021/2020,3,7072560904,Mynte,2021-06-07,1500 Sunbrook Junction,,9128294634
296973118,الاء جبر لامي عنون,الاردنية,scrypt:32768:8:1$1PaOE1L7Tpo0Gaye$8bfc1baea870a53ca6620e580b2c024b8b4d12b0af45c0eaf16824812cd90cdb5587b06874ba388c29fc6dcfcf4224a493662d9e8de48ba4c9eb8e169574676e,ذكر,3.87,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2020/2019,2,,Kwinu,2023-09-14,1204 Iowa Lane,العام,9315351779
288914247,هيثم عامر براء بودوارة,الاردنية,scrypt:32768:8:1$iiy8cuZBGc08Wid3$ba7e290ea4fe1c02fdd1ca7292c0720059c423e098a057f655b30e38dca4bbf0aaeed310ac6c30e1693b78afc8cae78343d05590ed8dd865b441fe302a63a457,انثى,3.52,الأمن السيبراني,بكالوريوس,2020/2019,3,3676128073,Buzzshare,2023-06-12,99777 Cordelia Place,,8871784734
662932652,دينيز بسّام اسلام الطويل,الاردنية,scrypt:32768:8:1$iJci2B8f79iE2efi$014c0bdb3ff8c8691a76cc66a4e48e9c603c682c768c2ec692e96fb6c7dfe1453122c0a492ca189cc4486591bdb2f830ba406cd09241a683a26939b0ffd48615,ذكر,3.09,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2022/2021,3,9979338486,Twimbo,2023-10-30,48879 Namekagon Street,الخاص,2907064628
248817542,أوريانا أمين عتيق سويس,الاردنية,scrypt:32768:8:1$6tlhI7jOWNthzPZL$4b25a255b428c927a2fdd01c41adc4937af45356c2f8615cdb5f72c3e93300c572ba2509d4bb6c2535c7105ea486b59386be56b43094d1da9da11129424c42fc,ذكر,2.59,علم الحاسوب,بكالوريوس,2024/2023,1,,Leexo,2021-06-13,9887 Thierer Plaza,العام,6204432212
935939984,ساهر باهر شاهين هذيل,الاردنية,scrypt:32768:8:1$fJHNuSQLvG2vVNDB$0725a865ff85ac4703c711738723f64a7aba69990ca18f7c483207c9a9d70524bd3d6a8cec491efc6a74515542f54c261b1b25abbe024478a67f41ecefcfaecb,انثى,3.55,الأمن السيبراني,ماجستير (مسار الشامل),2021/2020,2,3971635141,Yodel,2021-10-10,5 Huxley Alley,الخاص,1609658661
549366696,ربى عادل أسامة الزوابي,الاردنية,scrypt:32768:8:1$EgMZYhYzTlYEs0Je$c6bf9804b4a1482bf7e5991be7f3a2acbec1df253050a811eba504d024226e8d4ea48f8b036d6e913d199b689ed9717cf6427d9a2c7f3b1dd682c9df96ba9087,ذكر,1.96,علم الحاسوب,بكالوريوس,2024/2023,3,8316878548,Gabvine,2021-10-15,915 Orin Street,الخاص,1349318806
78522972,عادل سراج الدين صفوان المدقي,الاردنية,scrypt:32768:8:1$4t8tjsGRYFSHu7Bv$c25ae5514801643c9d095e13dd8652a8dd760522971c0dae7c7a2dea87ebe94491f808995425583147d14f8128a7128f55d3e5a3dbc2fe4094f9d234c8b2ed77,ذكر,2.19,هندسة البرمجيات,بكالوريوس,2024/2023,2,7448211355,Browsebug,2022-01-22,,العام,6982975177
326227011,بسام اسلام ادم يافع,الاردنية,scrypt:32768:8:1$8SQGWVdaGiR4kNkk$2b24533e31747d2c64b47d79dc984f2f4a4fc8c1b6225efdf78799a2a4db5b33960cfd13e49ab67666320b5ea53a50c4956f05dcbde93292b51031d41efe1fd2,انثى,2.74,هندسة البرمجيات,ماجستير (مسار الرسالة),2024/2023,2,7788912215,Gigashots,,8 Di Loreto Court,,7659855578
193404584,هنا ادهم اديب الأشراف,الاردنية,scrypt:32768:8:1$B2O0DFQ4sxO9l8O9$1d27accb5d4cd37ccd826a1c0f409e5ec7447678d910c3d14f583b20f1a03623dec8c209e1ae09d9c93f20d20c4a99f5c3e969d14e4a2bf614329cf5568338df,انثى,2.42,الأمن السيبراني,ماجستير (مسار الرسالة),2021/2020,2,9439039177,Meevee,2021-06-24,,الخاص,
21967585,نوران وافي روناء شقرون,الاردنية,scrypt:32768:8:1$v8Pw1iP7waaqPh1I$b6df2e7445394d0b7d760590ff11179b98a1aac5be3843edf432c40e604a54f14f62cf82cbb572087c8ab4a328f530a8a20b2c64d4f325fc19b5a8ecc4edf337,ذكر,1.87,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2022/2021,1,6944025805,Feedfire,2023-04-24,,الخاص,
969433831,وتين معاذ معاويه العواني,الاردنية,scrypt:32768:8:1$JZ2Yx4j2vDdjArlY$0dca28f57ca60644ac023c604ef56acd788961ff4efc8732f260151375ac233cdd6281d34b76d3f48baffb241cd93c89c983ef4ac52495dc6413724486aad443,ذكر,2.63,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,2,7556677791,Fiveclub,2023-04-16,14 Ludington Circle,الخاص,4526913816
711762347,أحمد مازن مهند زقية,الاردنية,scrypt:32768:8:1$wkFROvGLaFDiGa1D$8d7a1eb50f18ac82edb64a831957e2da8e270a8a7d4fbe868118057cc6f174e0867cabf2f3a304ddfa8b81db0a404aae75e280fb17a3f139efff2d212ac43171,انثى,1.68,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,1,3083197632,Jayo,2021-02-15,,,4257620911
489166597,لؤي تامر مصلح شنيق,الاردنية,scrypt:32768:8:1$5oV5GPmC5LCuCTeS$73431a23796c40be7f64cf4bfedef8e3288f865594357913207099b8006dd449164b7a53b1f85143f137490c711c737bd1973e3bdc61ac0c7962cdd91e199891,انثى,3.39,هندسة البرمجيات,بكالوريوس,2021/2020,2,,Yakitri,,6 Rigney Street,العام,7634057691
732050648,يمنى يحيى أيوب فقوسة,الاردنية,scrypt:32768:8:1$vUHnzpvAekpb2cdt$0c9a8099bc1d96260429e02a2697d078438ca2f4b1b7d0b557624327d3ab595e4d7d75b58a7a8dc26e737ef65654388217847748887a47cd0cd03947c281e291,انثى,2.53,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2022/2021,3,4607007160,Jaxworks,2022-01-22,26577 Manufacturers Alley,العام,2474095883
54672861,سليم معاذ لؤي العلايمي,الاردنية,scrypt:32768:8:1$OTtcF6bxmiKEFSO4$79c301084d16a50ce15954a8ff2b27720e3d921aea14d0eaae5cc5905c5e145ca731bc5a62a1b00ce3f200b26b554326dd73d72a536dafcd79f8a70fa1617645,ذكر,1.89,الأمن السيبراني,بكالوريوس,2024/2023,3,,Oyondu,2021-07-17,,الخاص,3352807000
108492107,وافي عمار لامي الأشراف,الاردنية,scrypt:32768:8:1$5qm3mvc4ZfAeybUV$9da2d04f462117448f7edfabc25a833ff70f966edfe65678435e3cd2a6d3ebf71e551d465d8b6b996dece07384e8c1f90841d115589f55000f15b23542671c45,انثى,2.54,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2020/2019,1,9486241794,,2023-09-10,55752 Bayside Lane,الخاص,5684849918
360134914,نايف أيوب زياد العواني,الاردنية,scrypt:32768:8:1$mMs8FRJeAoHAuKAb$d3c76c2165190a2a6d5693ab325e17ac3bf2329702c7dbfcd3c6482e8f63eccc6c0ba1eecc0524b8ebbb95cd8c51ead5dddea984eac8e16f25ada6b4ed5ef5d1,ذكر,1.64,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2023/2022,1,9105658954,,2022-04-18,,,2642437962
834559804,دينيز ميرزا إدريس السقاط,الاردنية,scrypt:32768:8:1$HUYyxdbFf6OcVeUK$15f5606ad7db0b51e6037798dc2e5509ed2112cd1049a12a33b858900060da1cc5e609d867145f725a61e8fba664ced125e169d9b72ab6c5292ebda4e007eab0,ذكر,3.94,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2022/2021,2,3784257091,Voonyx,2021-08-07,7 Longview Lane,العام,2546065054
849929279,درة نيروز معتصم بن حسين,الاردنية,scrypt:32768:8:1$1iAnZUjvvhHueZEP$b547264cc4b103b7abc2365ee4ec049fc314bd6a5f8431807e213bbc0090b723f51fb95e50fdc810b14f927df23b341977d304862053d711befb20cf20f8dadb,ذكر,2.67,هندسة البرمجيات,ماجستير (مسار الرسالة),2021/2020,2,7926521797,Voonder,,0078 Hovde Road,الخاص,
347877787,مايا جمال نيروز الرصاع,الاردنية,scrypt:32768:8:1$ML5K2p1G7AWn12D7$db3ae1ab3504a8f030d27a11f10b5c5add1337c6c08b0b4963f9921a3ae3e56f0c408480d09092ad7a42ec3c3ab07707b394bda0691d05328c32f7b51de2cf53,ذكر,2.83,الأمن السيبراني,بكالوريوس,2022/2021,2,5857844274,Quatz,,1712 Kedzie Park,الخاص,8885528894
224323388,ايتن لامي راسل بن عثمان,الاردنية,scrypt:32768:8:1$AyWjKvMqCLX6rp3u$052d428e583babb12eedcf917242c4afad20e192cf64749b9885837a6679fb37a6f389900510ff44329b7619e3fb0235cf1f66cd7e67c8580d55be175bec8903,ذكر,1.75,الأمن السيبراني,بكالوريوس,2020/2019,1,,Twitterlist,,3660 Larry Point,الخاص,4477981371
968322093,أيوب اسلام معاذ الكافي,الاردنية,scrypt:32768:8:1$V4V4bQilVavsAggW$835c375b0c68218101bfc1c7cb3d747a4a708fbf21ae1c377ae71bef6f8fc61f1d57a8d18bb5cb749fbccacf12856a91fb7d09b2de8ed826cc8f94d2329babfb,ذكر,2.2,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2023/2022,1,2563037473,Innotype,2023-03-10,869 Colorado Circle,,3583830952
696155600,داليدا إدريس أدريس البشيري,الاردنية,scrypt:32768:8:1$hOtz4KRPDsgCFhmI$49ec6298933aa45791bdf77092ef464b0e82622c53c297be64c59e39dccc6f64f9b0d416f6ab7618f5d7aeaed397f849d66ebfab46e3dd24494521322d61802a,انثى,1.98,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2024/2023,2,,Jabberbean,2022-01-31,84992 Laurel Drive,الخاص,8704363242
33784306,ساهر تركي نايف العواني,الاردنية,scrypt:32768:8:1$HVIuaNhDqAuxMs3s$a71eb9040da98727e2c70ba346e016f906b1c03a2e30aa21f34d5e5a9383fbe68c0bd4253a35983016978f2e97ab0baa4519bfbbe71fd133a3ac30337625f921,ذكر,2.64,علم الحاسوب,بكالوريوس,2020/2019,3,6821415916,Bubblemix,,52240 Muir Junction,العام,4326217910
272808302,باسم صفوان بلال خنفير,الاردنية,scrypt:32768:8:1$8ck5x95CGSCOHGRB$ea8e4e341990a377b82e6737201cb91c4338269d5c9dfe763f4b4f2ee62659d4b0b2692bd65080e897695987282c8450250bf2b2727e9e21e39217b0a02a95e1,ذكر,3.52,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2021/2020,1,6518928107,Tagtune,2024-03-19,,,2507274907
487711691,إباء باهي هادي العواني,الاردنية,scrypt:32768:8:1$bZlLhcfbtMpfG0NO$a896eff66f60adb25e7c9122a2472bc1e01d08331d4b06027ba7c7c30f8a2a23385d945cc27c3daabf338778f914cf787566b3d4da4d9c5857eb9c8d936679f8,ذكر,1.96,علم الحاسوب,ماجستير (مسار الشامل),2023/2022,2,8768949458,Ainyx,2023-11-29,,الخاص,3042949219
322391362,شيار لامي معاويه الصفار,الاردنية,scrypt:32768:8:1$1jPKh44m0tkWG82B$68afe55ba600730c3dda5022d549ff07c1166b162d61cc25b0a44f007297d3fb2214eac34b03fd0626c8518f40a3f9c02bedb522153848e1024e288c3e7b240e,ذكر,3.43,هندسة البرمجيات,بكالوريوس,2024/2023,3,8881208867,Feedspan,2023-12-31,362 Clemons Road,,7284020422
529416412,داني حمزه بدر الحمامي,الاردنية,scrypt:32768:8:1$2dJYdRhX8EzdEO2x$f325a027fd521d9f1dacb6d8814ec020f786dca1cba9ff9cba4bb6c86322155db64da2089cbef36ebcb90a5c97dd32340678a4fb358bfde829bf38d56c6a49ef,ذكر,3.12,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2022/2021,1,,,2021-11-11,2 Cherokee Crossing,,
427822926,باسم شاهين حيدر الطويل,الاردنية,scrypt:32768:8:1$dBV8J9Fhv3GnRFur$44ec55e0440665b2f744c2328a6722461f86737d0bebc6f118f681dd7b6e628500a223913d5309b3d9a40d46b529f9988b6c40bd7d89656ee9b033c5cc811546,انثى,2.92,هندسة البرمجيات,ماجستير (مسار الشامل),2022/2021,3,9825115902,Livetube,2022-04-13,1 Sunbrook Parkway,,7757962864
241763219,نايا سراج الدين مصعب بودوارة,الاردنية,scrypt:32768:8:1$4ooCbTpIoQqp2azO$610fd375619498c569c218dbec1a7214abdcee940d3beae8184f4ba85431d85728002a4aaa40e69e5bd02caa166ec6fb9ef1b36e109fd200d7f6ff775cf7e3f4,انثى,2.61,علم الحاسوب,بكالوريوس,2022/2021,3,4322349796,Aivee,,12373 Merrick Circle,الخاص,7414106950
373836143,زينة عامر مصطفي لخشين,الاردنية,scrypt:32768:8:1$wRUCFssuIGj3hEhk$f8452d276f42f6c8fb89f99de2c06f3d819a6373be5036f38755ff94039d27b8d9b287fa8972114c49bb54521e0dbbdb1c7e318586c8b5f58681c3e5a202eb8a,انثى,3.58,علم الحاسوب,ماجستير (مسار الرسالة),2024/2023,1,9852691748,Jaxspan,2024-05-20,26992 Maywood Circle,العام,4556250070
327394404,بوران بسام جلال بن حمودة,الاردنية,scrypt:32768:8:1$rKiKfj5GXC2yt9k4$75bc38ac46675cf4bc5ddf66c6bfa8cc3ed128016f070cd86d6ec3eab4a0f9076640e1ebd5210c9c4537ee4aa2c6fd82d3ebe538504019da0bdfbf595f2d0530,انثى,2.92,علم الحاسوب,بكالوريوس,2022/2021,3,7194476794,Meeveo,2021-02-03,2010 Carberry Plaza,,
918317432,بسام وسيم عزام الرصاع,الاردنية,scrypt:32768:8:1$uyRTWYkgxtzl4tNh$11d3ad120197a7cfb6d97e96d223bd9a49b2a163e057bf0ad468acb5402be4fa1b756df82120f1504ff3716467805c864331e8a187c1f6c66e211645975ef068,ذكر,2.41,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2022/2021,2,7155255667,Zava,2024-09-29,8112 Old Gate Avenue,العام,
922082992,حاتم سفيان ميرزا يافع,الاردنية,scrypt:32768:8:1$5tfKHU5xr5MMRhE4$05c2434583128b44ef4a59a8f6cea1cdce76712fa53131dc74762cdbd41af6f9b256957c4b01311f404f751d6fe88142e37120797719b8d5df8efba91d922c54,انثى,3.09,علم الحاسوب,ماجستير (مسار الرسالة),2023/2022,2,1788640767,Demizz,2023-02-07,3876 Katie Place,,5133697627
605728046,إيثار أوس غسان الأشراف,الاردنية,scrypt:32768:8:1$HvKyF82LwD7kGxoR$5ab9c61605aa0d2cb1f02dbfc88d41dc26553d52d09fd65c1aafac65b96b266bd531e53b2786a2fdd88f43be52187b0e5d82e50989cb37784c4d96d75475d657,ذكر,1.72,علم الحاسوب,بكالوريوس,2020/2019,2,8813508390,Vinte,2021-02-19,864 Lawn Lane,,
322486486,ابتهاج هاشم ساري زقية,الاردنية,scrypt:32768:8:1$FRrwQ60nbCVxSw8D$7072c2e7b0ed37c5b30d5488f7dcd2443b692b310f3adb6f51e5e5c54560531bd176c7df86347d83e52dac80bd2c5b5232a6c879e90ce26a117f61ede1a9ca40,انثى,2.67,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2020/2019,1,9932759464,Shuffletag,,06 Dryden Hill,الخاص,1487664146
347366196,أنوس إدريس معاويه الحجيج,الاردنية,scrypt:32768:8:1$XxpMAULCajU2PekB$d8a736c02e7a889d6e48dee1b311ff6b56f0de9ac9dcd2abedde40cd359a2e39c4ba867ad79241d5f7fc6dcf6bc04541c4aebb715595b223e6e29e4a348f54b5,انثى,2.59,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2020/2019,1,9277730601,Devify,2024-09-12,63022 Village Green Alley,الخاص,
918506234,مليكة حمزه أوس خنفير,الاردنية,scrypt:32768:8:1$KOgLbjKVzTKqbUmJ$93bff17d8d84a8cf32a68670c13ec0a42019cd18e49d271097eb900869b841927f8fb5a0bbfa5dfdb69e64f03061612fb5a9bdadf55b9fe1a48213a42e0e661e,ذكر,3.79,علم الحاسوب,بكالوريوس,2021/2020,3,,Fliptune,2022-03-03,0234 Sherman Place,,3487832937
478717542,رودي سعيد فهد الصفار,الاردنية,scrypt:32768:8:1$g3hS0xf3LeECYPUv$eceee2edd1490a7d9da7a8ddb01ccbb5a4616cbd84b4caaa63e81d061b07c90fd0d8138e7d57266a46cf12cf9139f14242c64eade7e7951b17693c01c6558a6e,انثى,2.41,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2022/2021,3,9222907366,Wikizz,,35 Continental Parkway,العام,5354190682
361078711,دارين معاذ مشاري النجار,الاردنية,scrypt:32768:8:1$fveKRnJa0mS5iBFo$7b6b8e1255e02b33b9ee6e59f9662fca1990c7c4ac4d42f0a39aff5b8f486c15118d21a277c3d34793d99606cec4ea0ef1a60fcb9cf9136870e2db6da1599313,انثى,3.04,نظم المعلومات الحاسوبية,بكالوريوس,2021/2020,3,2369794176,Dabshots,2021-05-08,6501 Sommers Trail,العام,6716075125
114778141,باهر صَفِيُّ اصيل بن عبد الكريم,الاردنية,scrypt:32768:8:1$HcqT9y5dgliUjXvh$b9a6408a0de0f00a33109965e8a3e8e27c26bd47f28156612301b4482561c494aaf1ff0889be3158f8cca089fb155802d152e325b5bcfb3be5809aff09c2f560,انثى,1.73,الأمن السيبراني,بكالوريوس,2021/2020,2,2161078022,Divanoodle,2023-07-20,77 Canary Center,,
622187691,عمار أكرم غسان جراد,الاردنية,scrypt:32768:8:1$3NRipmSMJaYbja0j$25fa71233ef36e594a52945a52317e30fddbc2f9eda1581a81675d03c9f11d3647aff5c48099c4b56840a8cb418f4960cc1ff3236923d7fa77fd395ee256038d,ذكر,3.72,هندسة البرمجيات,بكالوريوس,2020/2019,1,7979770579,Realcube,2024-03-11,03 Service Trail,العام,9924593756
872630303,دينيز ياسر تميم العنابي,الاردنية,scrypt:32768:8:1$1MadECl2Qytsmwdf$bdfe28aff879e9161c4338d84a19b1a112a4e9cdc8d739b5117da8d256135ffcc2d24942ac880ff86a8e9f1c180d020e7cfc707d0c733af65b1dc886b01a3b85,انثى,3.27,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2021/2020,3,7111471484,Zoombox,2021-07-21,81 Hansons Hill,الخاص,6883648774
488945325,أشجان فراس جاسم بن عبدالله,الاردنية,scrypt:32768:8:1$IlKWb5GNtSDuiFmA$2c2bbcb170a2ebb9c6b7c7adefbffb38ba80d62173487e4c2d32ca32dedd89cbf2ffad210477fca2e7d63fa039f20c1851e0cb65ebadbeed53dcb880bec1e8b7,ذكر,2.43,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2024/2023,3,5783962859,Zoomzone,2021-10-20,789 Cottonwood Terrace,,9854617071
821164722,ياسمين سهيل مازن الحجيج,الاردنية,scrypt:32768:8:1$2yLg4g23bY95aLTW$96dbe25c0b44d437946e302d7f83da634d7af2f0e3ad70a0c2097389d1e0f89811445b92336bfbc21935c718c6665ea3fdabd551e9bc295adff511241d3a2993,انثى,2.23,هندسة البرمجيات,ماجستير (مسار الشامل),2021/2020,3,6988725397,,2021-06-07,,الخاص,6013216998
151375816,جيلان فيصل سامر جاوحدو,الاردنية,scrypt:32768:8:1$xiHJL6PqzdRqoh9K$f0e5abd6abe6442997da021ad2244389d3bfce18161f914dc76cc6c19b285ddf502c4c803b2a82d127a586f5a1637d4a019bdc4b25f6719528f435ddc70a6c8a,انثى,1.75,الأمن السيبراني,بكالوريوس,2024/2023,1,7102285730,Kaymbo,2022-02-06,31737 Rusk Road,العام,1474854605
810035475,حسناء أسماعيل يحيى فقوسة,الاردنية,scrypt:32768:8:1$4yiqvgQuD4KGG1Z0$7b50e678a2c98bc4b6d2f920714d6a8e6a8ce34e4251c8e6011d798bc3702550c3ef2496dc8efaaed3b054b78f16418b6a9b2b4c0983a08356be9b82f605fc61,ذكر,1.83,هندسة البرمجيات,ماجستير (مسار الشامل),2024/2023,2,8782169932,Devshare,2021-12-21,9984 Judy Road,العام,2358410591
365512396,الاء أسامة حسان شنيق,الاردنية,scrypt:32768:8:1$6OF8RbrTGCO2eJKt$5bdfb90d52fec11a4ee4de025b334b747a722f9405afde02b5266b418d5accfe30512ab1f304aed4feafc6657845112998460bdeedb509aab1481cb1cb3505ce,ذكر,1.81,الأمن السيبراني,بكالوريوس,2022/2021,2,,Yotz,,,الخاص,8926766774
309639065,سيلين خليل سامر جراد,الاردنية,scrypt:32768:8:1$HxeLktRdoAAb3FGR$fa7b20a0863bf0dbfd90ee5496368ba97dfa08ad2cc92e66fb61ebed27536b02214e927e660e03ce54e076ba995afb2c5e331783131d245438a1b911b09c34bd,انثى,2.45,الأمن السيبراني,بكالوريوس,2021/2020,2,6354034362,Jatri,2022-07-17,,,1485190147
911147185,نور باهر داني العلاني,الاردنية,scrypt:32768:8:1$WOSusovNX2xSbfGI$7773052ea0bef269c0f15b6844c60ba48b730378300cca9d7016b7082ec8cc3f34c0f80e2a992163ac31389c2ebe15ffb51fdb5f0a242a43def36091b6993113,ذكر,2.69,الأمن السيبراني,ماجستير (مسار الشامل),2023/2022,2,8158442014,Ntag,2023-02-24,23532 Novick Park,الخاص,2995124249
491175685,جاسم مجتبى عمرو عنون,الاردنية,scrypt:32768:8:1$s4QxP0v9nTFvwRWx$123b2efd70d15adb0ec9f58da5829d210a5d064f147cdb22a66eb28e04a0a8c0b07ff2eb39a436ec9269ca2e7d8d3c942602ff8035e3db7df64f8190314d6574,ذكر,3.1,هندسة البرمجيات,ماجستير (مسار الرسالة),2022/2021,3,1419717669,Devshare,2021-10-26,5601 Spaight Street,العام,3983501982
